NCMO ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,L_AtanThta,height_m,arcMapA,SA_AtanTht,Load_pTex,loadTrap,Migration,Retreat,Erate,mean_Slope,aspect,VegComb10,probVeg,Prk,Hal,Pal,FPtrap,autoTEmeas,Ecode,Einterp,EextrapAll,VeMeas,VeAll,VeAll_Veg,Shape_Length,Shape_Area
833,COB,3,34,368,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,29,4.13,180,121,10,5,0,0.19,9999,34,SE,1,1,0,0,0,1,8,3,9999,0,0,8,8,108.0001,180.00075
834,LES,3,6,100,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,188,42.89,10788,8070,165,158,0.05,0.01,0.02,37,SE,0,0.26,0,0,0,1,0,1,0.07,0,141,141,141,648.615645,10787.65232
835,LES,3,6,100,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,0,0,0,0,0,0,0.05,0.01,0.02,0,,0,0.26,0,0,0,1,0,1,9999,0,0,0,0,2.562855463,0.13054195
836,LES,3,6,100,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,208,16.27,5127,3379,899,789,0.19,0.36,0.23,33,S,1,0.27,0,0,0,1,0,1,0.06,0,769,769,769,667.727524,5126.800394
837,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,67,4.58,567,306,65,37,0.21,0.26,0.18,28,NW,0,0.28,0,0,0,1,0,1,9999,0,56,56,56,264.0001,567.0040499
838,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,123,8.68,1769,1071,136,104,0.12,0.27,0.17,31,NW,0,0.3,0,1,0,1,0,1,0.07,0,177,177,177,447.4889382,1768.5135
839,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,86,5.6,848,483,20,13,0.93,9999,9999,30,SE,0,0.31,0,1,0,1,0,2,0.08,0,0,36,36,295.544748,847.9976627
841,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,21,3.83,144,81,3,2,0.1,0.25,0.15,29,NW,0,0.32,0,1,0,1,0,1,9999,0,12,12,12,78.00070001,144.00105
842,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,21,3.26,117,67,1,0,0.1,0.25,0.15,30,W,0,0.32,0,1,0,1,0,1,9999,0,10,10,10,72.00080001,117.0006
843,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,176,15.14,3991,2661,62,54,0.1,0,0.03,34,SW,0,0.32,0,1,0,1,0,1,0.08,0,67,67,67,841.2289122,3991.483357
844,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,25,3.45,144,86,6,3,0.58,0.51,0.4,31,NE,0,0.32,0,1,0,1,0,1,9999,0,34,34,34,96.00010001,144.00135
845,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,51,5.85,481,298,13,9,0.15,9999,9999,32,E,0,0.32,0,1,0,1,0,2,0.08,0,0,23,23,161.2718889,481.2704999
846,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,94,18.22,2387,1715,218,194,0.34,0.09,0.13,36,W,0,0.32,0,1,0,1,0,1,0.07,0,223,223,223,548.1597305,2386.820285
847,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,189,7.69,2493,1456,119,81,0,0,9999,30,SE,1,1,0,0,0,1,8,3,9999,0,0,102,102,803.9997002,2493.01575
848,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,37,3.82,252,140,11,5,0,9999,9999,29,SW,1,1,0,0,0,1,8,3,9999,0,0,10,10,126.0003,252.00165
849,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,50,3.34,351,166,14,5,0,0,9999,25,NW,1,1,0,0,0,1,8,3,9999,0,0,12,12,186.0011,351.00195
850,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,74,7.3,1125,538,44,29,0,0,9999,26,NW,1,1,0,0,0,1,8,3,9999,0,0,38,38,264.0004,1125.0066
851,COB,3,7,332,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,228,10,3834,2275,186,137,0,0,9999,31,S,1,1,0,0,0,1,8,3,9999,0,0,159,159,791.9979002,3834.01425
852,LES,2,9,235,,Le Sueur,Upper Le Sueur,LS AB UG,,1,LES,18,41,5.83,570,239,20,6,0,9999,9999,23,NE,1,0.76,0,0,0,1,50,3,9999,0,0,17,17,124.6548018,569.683927
853,LES,2,9,235,,Le Sueur,Upper Le Sueur,LS AB UG,,1,LES,18,40,2.42,225,98,8,1,0,9999,9999,24,SW,0,0.76,0,0,0,1,50,3,9999,0,0,7,7,120.9996472,225.0642384
854,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,69,13.98,1701,962,28,24,0,0.05,0.03,29,W,0,0.34,0,0,0,1,0,1,0.07,0,24,24,24,398.6266388,1701.355754
855,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,103,33.35,5368,3431,101,95,0,0.05,0.03,33,SW,1,0.34,0,0,0,1,0,1,0.07,0,86,86,86,462.7619414,5368.053883
856,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,26,6.4,261,164,17,12,0.37,9999,9999,32,E,1,0.33,0,0,0,1,0,2,9999,0,0,15,15,114.0006,261.0024
857,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,83,5.79,747,479,28,18,0.15,0.13,0.1,33,NW,0,0.34,0,1,0,1,0,1,0.07,0,49,49,49,282.0017,747.0058499
858,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,28,3.54,117,99,10,5,0.09,9999,9999,40,W,0,0.34,0,0,0,1,0,2,9999,0,0,9,9,84.00120001,117.0006
859,LES,3,6,92,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,71,17.46,2027,1246,87,77,0.12,9999,9999,32,W,1,0.35,0,1,0,1,0,2,0.07,0,0,89,89,267.2905191,2026.497285
860,LES,3,6,64,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,30,2.79,180,83,9,2,0.05,9999,9999,25,SE,0,0.36,0,0,0,1,0,2,9999,0,0,7,7,120.0009,180.00075
861,LES,3,6,64,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,134,7.33,1503,979,29,21,0.02,0.04,0.03,33,NW,0,0.36,0,0,0,1,0,1,0.07,0,24,24,24,522.0033,1503.01005
862,LES,3,6,64,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,26,6.63,259,172,10,7,0.05,9999,9999,34,SW,0,0.35,0,1,0,1,0,2,9999,0,0,15,15,103.6563521,258.51045
863,LES,3,6,64,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,265,14.81,5877,3918,494,427,0.22,0.16,0.14,34,E,0,0.34,0,1,0,1,0,1,0.08,0,529,529,529,1338.0072,5877.039599
864,,0,6,64,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,73,6.69,855,487,32,22,0.2,0.1,0.1,30,S,0,0.34,0,1,0,1,0,1,0.09,0,49,49,49,281.9994,855.0057
865,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,33,4.53,234,148,13,7,0.28,9999,9999,32,NE,0,0.35,0,0,0,1,0,2,0.08,0,0,11,11,132.0002,234.0021
866,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,191,10.77,3276,2054,142,116,0.02,9999,9999,32,SE,0,0.38,0,1,0,1,0,2,0.08,0,0,168,168,864.0049001,3276.02115
867,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,263,8.43,3520,2215,263,201,0.15,0.24,0.16,32,SW,0,0.38,0,1,0,1,0,1,0.08,0,349,349,349,943.2403165,3520.242686
868,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,39,4.66,297,183,19,11,0.09,0.13,0.09,32,E,0,0.38,0,0,0,1,0,1,9999,0,16,16,16,138.0016,297.0015
869,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,88,20.83,2452,1828,149,135,0.06,9999,9999,37,W,0,0.38,0,1,0,1,0,2,0.08,0,0,149,149,500.8838206,2452.125634
870,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,124,22.5,4824,2783,256,233,0.01,9999,9999,30,E,1,0.39,0,0,0,1,0,2,0.08,0,0,218,218,785.069747,4823.85536
871,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,177,29.16,7388,5153,481,448,0.01,9999,9999,35,E,0,0.39,0,0,0,1,0,2,0.08,0,0,411,411,1072.908428,7388.007227
872,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,150,26.59,7063,3993,383,354,0.01,9999,9999,29,E,1,0.39,0,0,0,1,0,2,0.08,0,0,327,327,828.5408969,7062.57987
873,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,315,16.3,8195,5138,49,43,0.04,0,0.01,32,S,0,0.37,0,1,0,1,0,1,0.08,0,51,51,51,1455.196112,8194.870504
874,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,235,14.21,5076,3346,257,220,0.1,9999,9999,33,NE,1,0.36,0,1,0,1,0,2,0.08,0,0,278,278,834.0045001,5076.031049
875,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,255,9.52,3636,2424,631,498,0.13,0.38,0.22,34,SW,0,0.34,0,0,0,1,0,1,0.09,0,539,539,539,952.3370596,3636.399995
876,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,262,31.69,13178,8294,330,309,0.03,0.06,0.04,32,E,1,0.34,0,1,0,1,0,1,0.09,0,311,311,311,1014.652594,13178.14034
877,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,140,11.38,2403,1596,131,108,0.08,0.15,0.1,34,E,0,0.33,0,1,0,1,0,1,0.08,0,152,152,152,493.9600311,2403.099118
878,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,62,9.3,1008,579,39,31,0.03,9999,9999,30,S,1,0.32,0,1,0,1,0,2,0.08,0,0,49,49,329.9992,1008.0057
879,LES,3,6,62,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,230,31.16,10387,7163,1136,1063,0.18,0.21,0.15,35,SE,1,0.32,0,1,0,1,0,1,0.08,0,1074,1074,1074,820.8716933,10386.63073
880,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,118,13.21,2349,1554,39,33,0.11,0,0.03,33,SE,0,0.54,0,1,0,1,0,1,0.09,0,43,43,43,551.0814077,2348.620117
881,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,68,15.94,1742,1084,131,115,0.09,0.21,0.13,32,W,0,0.56,0,0,1,1,0,1,0.09,0,138,138,138,394.4555242,1741.607674
882,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,97,16.05,3092,1553,138,121,0.08,9999,9999,27,NW,1,0.58,0,0,1,1,0,2,0.09,0,0,145,145,589.4838908,3092.425058
883,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,115,11.84,2050,1367,244,203,0.15,0.23,0.15,34,SE,1,0.58,0,0,0,1,0,1,0.09,0,208,208,208,442.1092678,2049.911098
884,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,34,3.39,198,116,12,5,0.08,9999,9999,30,SW,1,0.55,0,0,0,1,0,2,9999,0,0,10,10,114.0009,197.99985
885,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,20,3.94,126,77,8,4,0.1,9999,9999,31,SW,1,0.55,0,0,0,1,0,2,9999,0,0,7,7,72.00010001,126.00015
886,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,127,15.26,3225,1944,74,64,0.09,0.02,0.03,31,S,1,0.54,0,0,0,1,0,1,0.09,0,63,63,63,569.2119402,3224.820847
887,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,216,18.82,7281,4066,397,355,0.06,9999,9999,29,SE,1,0.55,0,0,0,1,0,2,0.08,0,0,339,339,801.4929479,7280.514297
888,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,22,4.66,144,102,11,6,0.07,9999,9999,35,W,1,0.55,0,0,0,1,0,2,9999,0,0,9,9,72.00030001,144.00045
889,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,39,3.93,279,153,16,8,0.29,9999,9999,29,SW,1,0.54,0,0,0,1,0,2,9999,0,0,14,14,156.0009,278.99955
890,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,147,9.88,2448,1452,119,87,0,0,9999,31,NE,1,0.97,0,0,0,1,8,3,9999,0,0,102,102,606.0067001,2448.120149
891,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,16,159,10.15,2835,1609,132,97,0,0.1,9999,30,E,1,0.98,0,0,0,1,8,3,9999,0,0,113,113,599.773652,2835.462398
892,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,16,43,11.72,735,503,41,31,0,0.1,9999,34,SE,1,0.98,0,0,0,1,8,3,9999,0,0,35,35,159.6130713,735.2479245
893,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,0,,5,56,10.27,1084,576,47,35,0,9999,9999,28,SE,1,0.98,0,0,0,1,8,3,9999,0,0,40,40,208.7894964,1084.333174
894,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,27,4.86,239,133,11,6,0,9999,9999,29,E,1,0.97,0,0,0,1,8,3,9999,0,0,9,9,107.4576801,238.9525793
895,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,98,9.83,1686,965,79,58,0,9999,9999,30,SE,1,0.97,0,0,0,1,8,3,9999,0,0,68,68,322.7081488,1686.372444
896,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,30,4.26,198,127,10,5,0,9999,9999,33,NE,1,0.98,0,0,0,1,8,3,9999,0,0,9,9,96.00020002,198.0012
897,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,84,5.22,783,439,36,20,0,9999,9999,29,W,1,0.98,0,0,0,1,8,3,9999,0,0,31,31,306.0014,783.0054
898,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,59,7.75,955,457,37,26,0,9999,9999,26,SE,1,0.97,0,0,0,1,8,3,9999,0,0,32,32,225.6484338,954.8543526
899,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,57,5.08,468,288,24,13,0,9999,9999,32,W,1,0.98,0,0,0,1,8,3,9999,0,0,20,20,192.0017,468.00255
900,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,31,5.47,284,171,14,8,0,9999,9999,31,W,1,0.98,0,0,0,1,8,3,9999,0,0,12,12,108.6277256,284.3033116
901,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,56,4.55,459,256,21,11,0,9999,9999,29,E,1,0.98,0,0,0,1,8,3,9999,0,0,18,18,132.0011,459.00285
902,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,96,8.25,1566,790,65,45,0,0,9999,27,W,1,1,0,0,0,1,8,3,9999,0,0,55,55,360.0022,1566.0096
903,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,73,7.68,1260,560,46,31,0,0,9999,24,SW,1,1,0,0,0,1,8,3,9999,0,0,39,39,258.0008,1260.0078
904,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,129,9.96,2241,1288,105,78,0,0,9999,30,S,1,1,0,0,0,1,8,3,9999,0,0,90,90,510.0000001,2241.0141
905,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,195,8.17,2943,1596,131,91,0,0,9999,28,NE,1,1,0,0,0,1,8,3,9999,0,0,112,112,672.0008001,2943.0183
906,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,28,6.27,325,173,14,9,0,0.2,9999,28,SE,1,0.98,0,0,0,1,8,3,9999,0,0,12,12,116.0683801,324.8292089
907,COB,3,7,396,,Le Sueur,Little Cobb,Cobb Little Cobb,,3,COB,15,86,7.85,1319,677,55,38,0,0.2,9999,27,SE,1,0.99,0,0,0,1,8,3,9999,0,0,47,47,293.4080329,1319.091724
908,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,27,3.47,166,95,14,6,0.08,0.22,0.13,30,NW,0,0.34,0,0,0,1,0,1,9999,0,12,12,12,94.12659128,165.8853363
909,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,45,11.32,1005,507,53,44,0.12,9999,9999,27,S,1,0.35,0,0,0,1,0,2,9999,0,0,46,46,199.1375433,1004.674776
910,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,31,4.8,261,149,27,16,0.23,0.19,0.15,30,SE,0,0.35,0,0,0,1,0,1,9999,0,23,23,23,119.9998,261.0014999
911,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,108,25.92,4047,2802,267,246,0.13,9999,9999,35,E,0,0.36,0,0,0,1,0,2,0.08,0,0,228,228,464.8502698,4046.871745
912,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,46,4.43,410,203,7,4,0.02,9999,9999,26,SE,1,0.39,0,1,0,1,0,2,9999,0,0,18,18,157.2795487,410.3588393
913,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,107,21.06,4069,2253,190,172,0.08,9999,9999,29,S,1,0.42,0,1,0,1,0,2,0.08,0,0,189,189,614.8096435,4069.042435
914,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,132,21.79,4953,2869,7,7,0.01,0,0,30,S,1,0.44,0,1,0,1,0,1,0.08,0,7,7,7,553.252766,4953.476907
915,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,47,16.24,1367,770,66,58,0.23,9999,9999,29,S,1,0.45,0,1,0,1,0,2,9999,0,0,69,69,205.1495259,1366.720728
916,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,76,21.61,2293,1647,108,98,0.04,0.11,0.07,36,SE,0,0.49,0,1,0,1,0,1,0.08,0,107,107,107,279.3366444,2292.820939
917,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,57,13.21,1082,757,100,84,0.32,0.13,0.15,35,SE,0,0.49,0,1,0,1,0,1,0.08,0,110,110,110,332.0077758,1082.179649
918,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,60,13.93,1229,841,86,74,0.05,0.15,0.09,34,SW,0,0.52,0,0,0,1,0,1,9999,0,74,74,74,256.8373716,1228.539421
919,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,119,12.75,2752,1518,61,52,0.18,0,0.05,29,S,0,0.51,0,1,0,1,0,1,0.08,0,68,68,68,424.2055435,2752.05278
920,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,95,23.73,2950,2264,446,408,0.19,0.29,0.19,37,SE,0,0.53,0,1,1,1,0,1,0.09,0,436,436,436,386.0987117,2950.179341
921,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,175,20.24,5277,3545,307,277,0.17,9999,9999,34,W,0,0.51,0,1,0,1,0,2,0.09,0,0,308,308,963.3587207,5277.428174
922,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,156,20.49,5463,3190,273,247,0.23,9999,9999,30,E,0,0.49,0,1,1,1,0,2,0.09,0,0,273,273,980.8438671,5462.866392
923,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,27,11.84,376,314,31,26,0.18,0.08,0.09,40,E,0,0.48,0,0,0,1,0,1,0.08,0,27,27,27,112.6505891,375.6188247
924,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,54,15.35,1252,832,71,61,0.06,9999,9999,34,SE,1,0.48,0,0,1,1,0,2,9999,0,0,75,75,230.1829676,1251.804119
925,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,150,9.82,2493,1473,33,26,0.03,0.04,0.03,31,W,1,0.48,0,1,0,1,0,1,0.08,0,41,41,41,551.9990001,2493.0054
926,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,44,8.68,540,385,22,17,0.1,9999,9999,35,W,0,0.48,0,1,0,1,0,2,0.08,0,0,29,29,192.0012,540.0023999
927,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,266,12.87,6035,3425,231,195,0.14,0.08,0.08,30,SE,0,0.47,0,0,1,1,0,1,0.07,0,257,257,257,1053.296738,6034.54665
928,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,121,7.6,1629,921,51,37,0.07,0.12,0.08,29,S,0,0.47,0,0,1,1,0,1,0.08,0,71,71,71,473.9985,1629.00345
929,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,37,4.7,288,173,6,3,0.14,9999,9999,31,W,1,0.48,0,0,1,1,0,2,0.08,0,0,14,14,120.0006,288.0006
930,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,39,5.08,297,197,24,15,0.26,0.38,0.26,33,SW,0,0.47,0,0,1,1,0,1,9999,0,50,50,50,156.0007,297.00045
931,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,182,19.45,5543,3543,289,260,0.13,0.1,0.08,33,SE,1,0.52,0,1,0,1,0,1,0.08,0,292,292,292,670.9109935,5542.581149
932,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,90,6.51,815,586,29,20,0.15,9999,9999,36,E,0,0.48,0,0,1,1,0,2,0.08,0,0,46,46,381.355502,814.5341999
933,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,32,5.52,243,177,19,12,0.03,0.17,0.09,36,W,0,0.5,0,0,0,1,0,1,9999,0,16,16,16,132.0008,243.0015
934,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,105,18.86,3281,1986,161,144,0.05,0.14,0.08,31,E,0,0.51,0,1,0,1,0,1,0.08,0,164,164,164,399.3015851,3280.532871
935,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,107,8.6,1600,923,97,74,0.05,0.25,0.14,30,S,0,0.5,0,0,1,1,0,1,0.08,0,127,127,127,463.9236695,1600.042566
936,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,73,9.67,1265,709,48,38,0.08,9999,9999,29,E,1,0.51,0,1,0,1,0,2,0.08,0,0,59,59,320.1048875,1264.850063
937,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,79,7.6,999,597,45,33,0.08,0.09,0.07,31,NE,1,0.53,0,0,0,1,0,1,0.08,0,39,39,39,264.0004,999.0020999
938,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,23,2.23,117,52,5,1,0.09,9999,9999,24,SE,1,0.51,0,0,0,1,0,2,9999,0,0,5,5,77.99970001,117.00045
939,LES,3,5,60,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,4,37,6.31,360,236,86,58,0.24,0.5,0.31,33,SW,0,0.51,0,0,0,1,0,1,9999,0,73,73,73,150.0008,360
940,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,93,7.74,1323,721,43,32,0.02,9999,9999,29,SE,0,0.54,0,1,0,1,0,2,0.08,0,0,60,60,389.9997,1323.00285
941,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,35,6.71,324,237,25,18,0.07,9999,9999,36,W,1,0.54,0,0,0,1,0,2,9999,0,0,21,21,140.974363,323.9197513
942,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,46,4.38,299,200,21,11,0.01,9999,9999,34,E,1,0.55,0,0,0,1,0,2,9999,0,0,18,18,120.7067321,298.7905798
943,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,218,8.96,3393,1949,76,59,0.04,0.08,0.05,30,SW,1,0.54,0,1,0,1,0,1,0.09,0,97,97,97,875.9998001,3393.0078
944,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,75,7.18,1039,536,54,39,0.01,9999,9999,27,SE,0,0.55,0,0,0,1,0,2,0.09,0,0,46,46,293.5645923,1038.668041
945,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,50,3.45,432,171,17,7,0.03,9999,9999,22,SE,1,0.54,0,0,0,1,0,2,0.09,0,0,15,15,185.9995,432.0007499
946,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,34,6.67,414,225,23,16,0.01,9999,9999,29,W,1,0.55,0,0,0,1,0,2,0.09,0,0,19,19,168.0013,414.00075
947,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,137,7.78,1890,1064,101,75,0.01,9999,9999,29,SE,1,0.56,0,0,0,1,0,2,0.08,0,0,86,86,466.9837988,1889.9313
948,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,38,4.53,315,172,17,10,0.05,9999,9999,29,SW,1,0.54,0,0,0,1,0,2,0.09,0,0,15,15,143.9997,315.00105
949,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,93,8.83,1186,821,30,23,0.05,0.07,0.05,35,NW,1,0.53,0,0,1,1,0,1,0.09,0,39,39,39,321.3424441,1186.250786
950,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,46,14.23,847,659,33,28,0.03,0.07,0.04,38,SW,1,0.54,0,0,0,1,0,1,0.09,0,28,28,28,226.3092485,846.5338284
951,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,61,19.9,1978,1216,89,80,0.25,0,0.06,32,SE,0,0.54,0,0,0,1,0,1,0.08,0,76,76,76,262.32602,1977.757451
952,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,112,20.58,3314,2303,221,200,0,0.19,0.1,35,W,0,0.53,0,1,1,1,0,1,0.09,0,221,221,221,504.1223064,3313.560146
