Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
3849,LES,1,14,354,356,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,100867.3672,907806.3047,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,4.585714286,clay loam,3.714285714,Canisteo,0.1742857,0.1742857,0.2627707,1.8007703,181161.0781,181500.8438,L101C2,64,11119,29.66767545,GBER_CONUS_wet_poly,35.5403481
3850,COB,3,10,253,271,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,13215.16504,118936.4854,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Marna,0.28,0.28,0.0041714,0.3773402,4584.683594,4983.359375,110,87,11312,1038.666074,GBER_CONUS_wet_poly,230.5611572
3851,COB,3,10,253,271,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,18991.91602,170927.2441,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.666666667,silty clay loam,5,Marna,0.28,0.28,0.0340477,0.3635851,6773.590332,6900.688477,286,86,11312,927.9542262,GBER_CONUS_wet_poly,236.5333557
3852,COB,3,10,290,314,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,3362.711426,30264.40283,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Minnetonka,0.28,0.28,0.2343316,0.3294252,1120.70459,1107.038818,287,77,3529,1435.331368,GBER_CONUS_wet_poly,233.7404327
3853,COB,3,10,290,314,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,73721.5,663493.5,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.3,silty clay,5,Lura,0.28,0.28,0.089382,0.4033076,29760.47461,29712.99805,286,85,3529,1427.735142,GBER_CONUS_wet_poly,210.7572174
3854,COB,3,10,290,314,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,127038.4531,1143346.078,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,silty clay loam,5,Minnetonka,0.28,0.28,0.0936572,0.2785521,35446.03516,35363.73047,316,86,3529,831.7665367,GBER_CONUS_wet_poly,308.7393799
3855,COB,3,10,314,331,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,3424.776367,30822.9873,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Minnetonka,0.28,0.28,0.1264884,0.1154976,411.6334534,395.2945251,287,77,3529,993.9279772,GBER_CONUS_wet_poly,666.680542
3856,LES,2,14,319,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3502.892822,31526.0354,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Partially Hydric,0.5,None,1.55,clay loam,5,Le Sueur,0.26,0.26,0.4865372,0.4668093,1663.708374,1633.946045,L108A,92,10353,85.36526678,GBER_CONUS_wet_poly,197.0826263
3857,LES,2,14,319,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,8043.293945,72389.64551,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,3.4,loam,5,Hamel,0.28,0.28,0.44256,0.9801381,7700.945313,7877.56543,L80C2,86,144,126.3045787,NCED easement_GBERB,87.7427444
3858,LES,2,14,319,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,5550.265625,49952.39063,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.666666667,clay loam,4.333333333,Harps,0.18,0.18,0.4367822,0.4704325,2667.352051,2609.049316,L107A,84,10353,0,GBER_CONUS_wet_poly,178.5591125
3859,LES,2,14,319,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3549.060059,31941.54053,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Cordova,0.26,0.26,0.6500419,0.305767,1089.753784,1084.364014,L81A,92,10353,119.0888496,GBER_CONUS_wet_poly,300.8826599
3860,MAP,3,13,336,166,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,10363.86816,93274.81348,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay,5,Beauford,0.28,0.28,0.0555456,0.2701254,2756.899902,2797.771484,996,80,843,164.1474364,NCED easement_GBERB,296.1587219
3861,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,27352.57617,246173.1855,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1,None,1,clay loam,5,Comfrey,0.28,0.28,0.307919,0.184826,5045.194336,5052.248535,18,82,3039,425.811622,GBER_CONUS_wet_poly,443.660614
3862,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,23887.92969,214991.3672,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay,5,Beauford,0.28,0.28,0.1241373,0.5443486,13139.48633,12995.12207,310,77,11788,89.53910526,GBER_CONUS_wet_poly,141.453476
3863,COB,3,10,272,192,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,13,3339.998779,30059.98901,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Waldorf,0.28,0.28,0.1851505,0.1743855,550.8838501,582.0778198,229,85,11788,247.8125444,GBER_CONUS_wet_poly,487.4258423
3864,MAP,3,13,336,166,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,3155.651611,28400.8645,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Minnetonka,0.28,0.28,0.181095,0.1664463,525.803894,524.9152222,364,82,8213,171.0109091,GBER_CONUS_wet_poly,492.6513062
3874,LES,1,14,244,319,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,5700.787109,51307.08398,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.7,clay loam,4,Canisteo,0.13,0.13,0.2197666,0.7796655,4357.549805,4441.321289,L107A,82,11434,1358.386805,GBER_CONUS_wet_poly,105.1733093
3875,LES,1,14,244,319,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,7631.146484,68680.31836,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Partially Hydric,0.5,None,1.55,clay loam,5,Nicollet,0.24,0.24,0.4180126,0.4230776,3187.042969,3226.107178,L85A,95,2415,1206.836776,GBER_CONUS_wet_poly,224.5451202
3876,LES,1,14,244,319,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,14045.00977,126405.0879,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5,Canisteo,0.26,0.26,0.523919,0.35333,4979.83252,4958.73291,L84A,88,240,1054.681654,NCED easement_GBERB,249.0589905
3877,LES,1,14,244,319,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,20096.53516,180868.8164,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.45,clay loam,5,Canisteo,0.24,0.24,0.2433718,0.5963409,11979.2959,11975.25098,L107A,94,240,885.8404351,NCED easement_GBERB,157.6279602
3878,LES,1,14,244,319,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,7390.704102,66516.33691,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.1454946,0.5577572,4020.871582,4119.072754,L107A,91,240,619.2158787,NCED easement_GBERB,163.1534271
3879,LES,1,14,244,319,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,385820.5938,3472385.344,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.757142857,clay loam,4.714285714,Canisteo,0.2085714,0.2085714,0.4330104,1.2386736,476178.3125,477541.6875,L79B,92,240,2.289518127,NCED easement_GBERB,74.272995
3880,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3020.779053,27187.01147,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.9,clay loam,5,Canisteo,0.24,0.24,0.4713883,0.243126,728.6488037,733.8696289,L107A,91,153,112.4469723,NCED easement_GBERB,374.2914429
3881,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,105872.8359,952855.5234,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.62,clay loam,4.2,Canisteo,0.204,0.204,0.3337021,0.9135071,96636.26563,96641.875,L84A,80,153,312.8976206,NCED easement_GBERB,87.5745773
3882,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,6002.969727,54026.72754,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.25,clay loam,5,Canisteo,0.24,0.24,0.4775125,0.7272183,4417.850586,4362.147949,L100B,84,13526,365.1916651,GBER_CONUS_wet_poly,115.5086517
3883,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,9496.089844,85464.80859,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.7,clay loam,5,Canisteo,0.24,0.24,0.7720478,0.8324805,7956.848145,7899.293457,L100B,81,13526,336.8789452,GBER_CONUS_wet_poly,97.2995758
3884,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,10735.91797,96623.26172,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.45,clay loam,5,Canisteo,0.24,0.24,3.0497608,0.836028,8938.8125,8968.688477,L107A,94,2953,396.0393247,GBER_CONUS_wet_poly,112.4364166
3885,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,9165.470703,82489.23633,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,4.65,clay loam,5,Canisteo,0.24,0.24,0.6071947,0.5588267,5069.67627,5118.000977,L107A,80,153,135.3341689,NCED easement_GBERB,143.1570892
3893,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,6227.054199,56043.48779,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2,loam,5,Delft,0.24,0.24,0.2538473,0.5073585,3164.394775,3156.930664,L5A,96,12039,829.0117374,GBER_CONUS_wet_poly,189.2153168
3894,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3593.934082,32345.40674,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2,loam,5,Delft,0.24,0.24,1.3664644,0.4446148,1548.593384,1596.692871,L5A,96,12039,634.3373351,GBER_CONUS_wet_poly,215.9172211
3895,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3150.849121,28357.64209,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2,loam,5,Delft,0.24,0.24,1.6875266,0.4067899,1285.049194,1280.75293,L5A,96,9512,618.4537045,GBER_CONUS_wet_poly,235.9940796
3896,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,10312.7666,92814.89941,Cultivated Crops,Not prime farmland,Well drained,Partially Hydric,0.5,None,6.466666667,loam,5,Omsrud,0.24,0.24,1.0709966,0.6566982,6755.453613,6767.1875,L101D2,77,12039,405.64347,GBER_CONUS_wet_poly,117.2532578
3897,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,10684.31543,96158.83887,Cultivated Crops,Farmland of statewide importance,Moderately well drained,Partially Hydric,0.5,None,2.8,loam,5,Clarion,0.24,0.24,1.4082531,0.7303557,7749.804688,7797.382813,L100B,86,9512,482.0652453,GBER_CONUS_wet_poly,117.7508392
