Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
16415,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,48399.71875,435597.4688,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,0.75,sp,3.5,Klossner,0.13,0.13,0.1910173,0.2752174,13219.51953,13311.75586,86,85,1587,1640.50349,GBER_CONUS_wet_poly,308.8467102
16416,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,8360.207031,75241.86328,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.75,silty clay loam,5,Okoboji,0.28,0.28,0.2967328,0.3910746,3262.735352,3267.327881,86,90,1587,1976.598629,GBER_CONUS_wet_poly,230.1351166
16417,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,49947.65625,449528.9063,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,0.5,sp,2,Klossner,0.02,0.02,0.1907031,0.304258,15205.89941,15187.05762,L13A,77,1587,1274.80843,GBER_CONUS_wet_poly,253.0747223
16418,MAP,2,53,1049,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,5604.952148,50444.56934,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.1453518,0.3049496,1654.961304,1708.12085,229,85,1587,882.2591297,GBER_CONUS_wet_poly,278.7345886
16419,MAP,2,53,1049,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,85644.77344,770802.9609,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.4375,silty clay loam,4.25,Brownton,0.21,0.21,0.1759752,0.9546617,81503.28906,81708.67188,539,87,1587,1239.425489,GBER_CONUS_wet_poly,91.1317596
16420,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,9910.893555,89198.04199,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,4.75,sp,3.5,Klossner,0.15,0.15,0.1172159,0.4929068,4910.830566,4881.970703,275C2,80,1587,1103.41032,GBER_CONUS_wet_poly,162.302475
16421,MAP,2,53,1050,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,19524.91602,175724.2441,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,3.5,Brownton,0.15,0.15,0.8484126,0.3203276,6253.116211,6250.337402,84,80,1587,197.3791227,GBER_CONUS_wet_poly,249.7442932
16422,MAP,2,53,1050,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,164447.2344,1480025.109,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.444444444,silty clay loam,4.666666667,Marna,0.2466667,0.2466667,0.089612,0.9114829,149653.6406,149793.7656,110,86,1587,166.1285561,GBER_CONUS_wet_poly,94.351738
16423,MAP,2,53,1050,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,17615.42383,158538.8145,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Brownton,0.3,0.3,0.3435869,0.4756599,8476.258789,8373.545898,84,84,1587,215.6065644,GBER_CONUS_wet_poly,176.596756
16424,MAP,2,53,1050,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,11263.01367,101367.123,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.3,0.3,0.0488753,0.3804965,4253.189941,4282.768555,110,86,1587,281.2021421,GBER_CONUS_wet_poly,226.0204926
16425,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,3900.131592,35101.18433,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,0.833333333,sp,4,Klossner,0.18,0.18,4.8988953,0.1727179,727.4876099,673.1837158,110,86,1587,991.8942005,GBER_CONUS_wet_poly,497.921875
16426,COB,1,66,1092,1030,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,13247.57324,119228.1592,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Glencoe,0.26,0.26,0.0519107,0.5196431,6776.665527,6878.816406,114,89,9897,438.0640696,GBER_CONUS_wet_poly,171.2714081
16427,COB,1,66,1089,1092,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UL,27,5992.334473,53931.01025,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.26,0.26,0.3993752,0.2005953,1218.616577,1201.125244,113,89,11059,502.9420241,GBER_CONUS_wet_poly,443.6793518
16428,COB,1,66,1092,1030,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,89223.52344,803011.7109,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.5,clay loam,5,Webster,0.25,0.25,1.9816316,1.5298735,135692.125,136397.8438,113,91,9897,0,GBER_CONUS_wet_poly,59.4820442
16429,COB,1,66,1092,1030,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,9756.978516,87812.80664,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Glencoe,0.26,0.26,0.4228741,0.5804408,5641.884277,5659.074707,86,90,9897,446.0922464,GBER_CONUS_wet_poly,155.0545807
16430,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,19900.82617,179107.4355,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.777777778,clay loam,5,Glencoe,0.2222222,0.2222222,0.4320767,0.92009,18110.13281,18296.75,114,78,9897,415.7919506,GBER_CONUS_wet_poly,84.7743149
16433,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3096.190186,27865.71167,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.00001,0.0816176,257.8299561,252.5420685,229,85,7828,794.8421178,GBER_CONUS_wet_poly,1041.442261
16434,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,15530.22559,139772.0303,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.124435,0.4640635,7292.293945,7202.410645,229,85,7828,966.699041,GBER_CONUS_wet_poly,183.1645966
16435,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,118932.9922,1070396.93,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,silty clay loam,5,Brownton,0.2933333,0.2933333,0.5736247,0.4457043,52889.50391,52974.89063,84,85,7828,432.8593047,GBER_CONUS_wet_poly,190.7093811
16436,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,12277.37988,110496.4189,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Madelia,0.28,0.28,0.2865747,0.173675,2110.151123,2130.912598,136,94,5054,1554.198771,GBER_CONUS_wet_poly,541.2408447
16437,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,3750.681397,33756.13257,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,0,None,1.5,loam,5,Le Sueur,0.24,0.24,0.34348,0.4054568,1510.7323,1519.59729,239,94,7616,82.07107359,GBER_CONUS_wet_poly,231.8372498
16438,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,31143.2793,280289.5137,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,3.5,loam,4,Lester,0.195,0.195,0.0037591,1.3544976,41472.00391,42151.74609,102B,77,604,250.221633,NCED easement_GBERB,56.8476486
16439,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,20308.85742,182779.7168,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,1,muck,3.5,Palms,0.15,0.15,0.0952291,0.8954617,18133.09961,18172.12891,114,82,7616,227.6857192,GBER_CONUS_wet_poly,91.5728683
16440,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,19644.08203,176796.7383,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,2.4,loam,5,Lester,0.248,0.248,0.2962839,0.6567475,12820.36719,12891.47949,112,86,9897,339.1657854,GBER_CONUS_wet_poly,130.948349
16441,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,14802.12988,133219.1689,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,silty clay loam,5,Okoboji,0.3,0.3,0.00001,0.8709691,13051.47168,12884.16406,197,93,504,85.57438829,NCED easement_GBERB,106.7776184
16442,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3792.63794,34133.74146,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1.5,clay loam,5,Nicollet,0.26,0.26,0.076979,0.4298986,1636.624023,1629.420166,130,93,530,357.9537581,NCED easement_GBERB,216.3300781
16443,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,5540.291992,49862.62793,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Madelia,0.28,0.28,0.1002229,0.3263269,1744.543823,1806.811279,136,94,530,484.3277159,NCED easement_GBERB,288.0546875
16444,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,4015.412842,36138.71558,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.5,silt loam,5,Truman,0.3,0.3,0.1268482,0.6330416,2666.371338,2540.343018,197,100,5368,49.14654918,GBER_CONUS_wet_poly,157.9674988
16445,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,6112.540039,55012.86035,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Madelia,0.28,0.28,0.1097808,0.2889182,1755.178223,1764.914917,136,94,530,606.3800091,NCED easement_GBERB,325.3515625
16446,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,15513.65332,139622.8799,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silt loam,5,Spicer,0.3,0.3,2.0461764,0.2821951,4320.124023,4375.138672,134,88,13337,565.0443783,GBER_CONUS_wet_poly,311.8410339
16447,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,18808.52734,169276.7461,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2,silt loam,5,Truman,0.2933333,0.2933333,0.6552184,0.9113901,17643.59961,17131.24609,197,98,13337,291.7538307,GBER_CONUS_wet_poly,107.5280533
16448,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,37476.69531,337290.2578,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silt loam,5,Spicer,0.28,0.28,2.8549397,0.3846609,14301.30762,14406.77246,229,88,5054,960.1461876,GBER_CONUS_wet_poly,228.772934
16449,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,526821.5,4741393.5,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1,None,4.475609756,silty clay loam,5,Coland,0.2858537,0.2858537,0.4160936,2.5529907,1342081.75,1344124.875,101B,92,530,0,NCED easement_GBERB,36.0361671
16450,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4714.308106,42428.77295,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Marna,0.28,0.28,0.3508291,0.3723705,1719.234497,1754.357666,110,87,530,487.2584936,NCED easement_GBERB,233.6382904
16451,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,187021.5781,1683194.203,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.785714286,silty clay loam,5,Marna,0.28,0.28,0.2306859,0.6988707,129633.5234,130620.9141,229,91,6291,241.9056309,GBER_CONUS_wet_poly,130.2100677
16452,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3612.267822,32510.4104,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.2925904,0.1159675,403.9147339,418.6383362,229,85,7828,1046.968078,GBER_CONUS_wet_poly,732.9641113
16453,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3814.219971,34327.97974,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.25,silty clay loam,5,Marna,0.26,0.26,0.1948859,0.2103782,698.6661377,801.9219971,102B,90,530,160.7441098,NCED easement_GBERB,427.8009033
16454,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,70785.42969,637068.8672,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Brownton,0.3,0.3,0.0870373,0.6892334,48737.76172,48756.64844,134,84,530,1216.80256,NCED easement_GBERB,121.8745346
16455,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,24465.06836,220185.6152,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silty clay loam,5,Brownton,0.2933333,0.2933333,0.1125499,0.4088896,10035.37793,9997.162109,229,84,5054,670.5839177,GBER_CONUS_wet_poly,205.4344177
16456,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,42682.16797,384139.5117,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silty clay loam,5,Brownton,0.2933333,0.2933333,0.13833,0.4159372,17822.49414,17741.79102,229,84,5054,1192.664902,GBER_CONUS_wet_poly,201.9535675
16457,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3255.255127,29297.29614,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.9331971,0.4179266,1286.378052,1359.59021,229,85,5054,1354.377153,GBER_CONUS_wet_poly,203.3849945
16458,MAP,2,73,1065,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1214686.375,10932177.38,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.217948718,silt loam,5,Spicer,0.2882051,0.2882051,0.1269623,1.3448591,1630082.25,1632550.25,229,91,530,43.75533844,NCED easement_GBERB,67.6650772
16459,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,3536.635986,31829.72388,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,3.333333333,clay loam,5,Glencoe,0.1733333,0.1733333,0.9116763,0.7532872,2806.748047,2662.095947,106C2,59,7616,0,GBER_CONUS_wet_poly,78.3233795
16460,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,4747.274902,42725.47412,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Waldorf,0.28,0.28,0.9124762,0.1513607,735.612915,718.1219482,140,88,433,805.0577253,NCED easement_GBERB,581.3927612
16461,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,4167.849609,37510.64648,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.1362101,0.23841,1042.80542,993.0668945,86,93,2833,1444.041058,GBER_CONUS_wet_poly,390.0842896
16463,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,44523.01172,400707.1055,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Waldorf,0.28,0.28,0.0343195,0.4805407,21213.4668,21382.38477,84,83,433,1138.972573,NCED easement_GBERB,172.7221222
16464,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3475.065186,31275.58667,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.3016319,0.1360084,473.7171021,472.3557434,229,85,433,801.8526118,NCED easement_GBERB,624.9616089
16465,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,47403,426627,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silty clay loam,5,Waldorf,0.2933333,0.2933333,0.3302946,0.4609892,21806.63281,21839.17383,140,87,433,329.6140767,NCED easement_GBERB,188.7246094
16466,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,26148.77148,235338.9434,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silty clay loam,5,Waldorf,0.2933333,0.2933333,0.1104752,0.4759742,12452.91113,12438.66113,229,87,433,265.9700598,NCED easement_GBERB,182.78302
16471,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,11114.46582,100030.1924,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1.25,silt loam,5,Kingston,0.28,0.28,0.1607999,0.6192882,6771.916504,6878.913086,197,97,433,5.277040734,NCED easement_GBERB,156.6314392
16472,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,7655.858398,68902.72559,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silt loam,5,Spicer,0.28,0.28,0.6363576,0.1976787,1505.12561,1512.49292,140,91,433,188.1465589,NCED easement_GBERB,460.3429565
16475,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,7061.344238,63552.09814,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1.25,silt loam,5,Kingston,0.28,0.28,0.0894407,0.2216735,1580.088501,1564.369019,197,96,433,163.0131695,NCED easement_GBERB,433.069397
16476,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,17670.82031,159037.3828,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silt loam,4,Spicer,0.2066667,0.2066667,0.4291413,0.3530968,6177.78125,6235.766602,539,86,433,0,NCED easement_GBERB,243.5592804
16480,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,17481.21289,157330.916,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Madelia,0.2933333,0.2933333,0.3869727,0.3573755,6194.74707,6243.612793,136,95,433,277.503621,NCED easement_GBERB,265.8268127
16482,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,13788.8916,124100.0244,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Madelia,0.28,0.28,0.2468619,0.4649118,6401.834961,6406.783691,136,92,433,500.5206395,NCED easement_GBERB,197.8870087
16483,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,6787.409668,61086.68701,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silt loam,4,Spicer,0.2066667,0.2066667,0.3945389,0.4232491,2914.069824,2871.036377,134,86,433,0,NCED easement_GBERB,203.190033
16487,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,3029.414795,27264.73315,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.6510651,0.2358174,764.0483398,713.8798828,L107A,91,2937,524.7579133,GBER_CONUS_wet_poly,385.8918457
16488,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,3148.321533,28334.8938,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,0.2321906,0.2576613,813.9519043,810.6225586,L83A,92,2937,614.2050942,GBER_CONUS_wet_poly,357.0579529
16489,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,10448.22754,94034.04785,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.3150129,0.366455,3710.356934,3826.081055,L107A,91,5033,871.5876296,GBER_CONUS_wet_poly,248.3251801
16490,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,3742.366943,33681.30249,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,2.3308308,0.1887553,672.723999,705.8884888,L107A,91,2937,1014.267878,GBER_CONUS_wet_poly,482.1056213
16491,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,5417.134766,48754.21289,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,3.014858,0.1916465,1040.065308,1037.436768,L107A,92,1486,462.7155766,GBER_CONUS_wet_poly,480.0506287
16492,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,5388.936035,48500.42432,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.0940397,0.3786162,2024.082398,2038.883545,L107A,91,1486,1020.36568,GBER_CONUS_wet_poly,240.3489075
16493,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,7431.180176,66880.62158,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,0.4983391,0.335617,2528.202881,2492.249023,L107A,92,1486,1400.666189,GBER_CONUS_wet_poly,274.1219482
16494,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,6622.392578,59601.5332,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.2335349,0.29371,1998.402832,1943.675781,L107A,91,1486,1000.948312,GBER_CONUS_wet_poly,309.8294373
16495,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,10767.02246,96903.20215,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.4181361,0.2695798,2882.346924,2900.499023,L107A,91,1486,1302.449925,GBER_CONUS_wet_poly,337.562439
16496,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,5560.382324,50043.44092,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.0235806,0.3392754,1896.209961,1885.152344,L107A,91,1486,1581.665433,GBER_CONUS_wet_poly,268.2187195
16497,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,3650.645508,32855.80957,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.1987047,0.2548482,908.2789307,929.696167,L107A,91,1486,1392.244345,GBER_CONUS_wet_poly,357.0753479
16498,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,4527.562012,40748.05811,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,0.0915683,0.2070132,905.4755859,936.5973511,L107A,92,1486,872.6283721,GBER_CONUS_wet_poly,444.4161682
16499,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,8375.567383,75380.10645,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,0.2466961,0.2911272,2452.455322,2436.615967,L107A,92,1486,1199.028043,GBER_CONUS_wet_poly,316.013092
16913,MAP,1,69,1045,986,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,3884.019287,34956.17358,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.1231122,0.3614428,1376.012817,1402.842773,L107A,91,3448,1738.412634,GBER_CONUS_wet_poly,251.7687225
16914,MAP,1,69,1045,986,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,3524.728027,31722.55225,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,4.6665916,0.2899526,1103.849609,1021.272644,L107A,92,2937,1685.792247,GBER_CONUS_wet_poly,317.2932129
16917,MAP,1,69,1045,986,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,9280.210938,83521.89844,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.2655239,0.37266,3471.327881,3455.886475,L107A,91,1486,2011.939051,GBER_CONUS_wet_poly,244.1904297
16919,MAP,1,69,1045,986,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,6590.259277,59312.3335,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.3433692,0.4191148,2715.863525,2760.098877,L107A,91,1486,1898.124346,GBER_CONUS_wet_poly,217.1242981
16920,MAP,1,69,1045,986,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,5833.995606,52505.96045,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.5376661,0.2612528,1481.303345,1523.057129,L107A,91,1486,2057.123787,GBER_CONUS_wet_poly,348.3216248
16936,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,7815.583008,70340.24707,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,0.0710366,0.362595,2790.168457,2831.872315,L107A,92,1486,1068.37072,GBER_CONUS_wet_poly,253.7266083
16937,MAP,1,70,1072,1023,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,22718.26563,204464.3906,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Glencoe,0.24,0.24,0.1084294,0.4162767,9339.999023,9450.331055,L107A,91,1486,1462.999405,GBER_CONUS_wet_poly,218.6046143
